edad,genero,zona,tipo_empleo,antiguedad,ingresos,score_crediticio,pagos_previos,creditos_previos,monto_credito,plazo_meses,destino_credito,tipo_garantia,valor_garantia,precio_soya,precio_vino,uso_productos,default_12m
43,F,Urbana,Agricola,17,4811.39,672.0,3,7,13167,60,Comercial,Vehiculo,16039.38,424.45,45.16,1,0
35,M,Urbana,Comerciante,21,3484.85,564.0,1,7,46350,12,Consumo,Vehiculo,54326.09,466.81,52.18,3,0
23,F,Urbana,Agricola,29,2910.14,653.0,2,6,147662,24,Consumo,Vehiculo,85718.92,411.49,53.3,1,0
54,F,Urbana,Dependiente,29,3371.1,633.0,4,7,28883,48,Consumo,Ninguna,20119.98,446.71,47.04,4,0
65,M,Urbana,Comerciante,8,4167.16,681.0,4,2,15374,24,Consumo,Inmueble,20641.11,416.47,51.27,1,0
30,M,Urbana,Agricola,12,3654.44,850.0,4,2,25551,6,Comercial,Vehiculo,29840.82,464.99,53.67,4,0
45,M,Urbana,Dependiente,2,5134.06,719.0,4,1,95188,12,Consumo,Ninguna,109964.29,378.86,49.13,3,1
22,F,Rural,Agricola,17,4627.51,794.0,1,0,121766,48,Consumo,Vehiculo,75821.99,421.62,63.23,4,0
30,F,Rural,Comerciante,9,6123.3,618.0,2,2,149917,6,Consumo,Vehiculo,187456.99,383.03,47.18,2,1
34,M,Rural,Independiente,4,4364.86,682.0,1,2,88834,24,Comercial,Ninguna,64857.82,402.48,57.94,0,0
67,M,Rural,Dependiente,26,4789.1,791.0,2,6,7352,12,Agricola,Ninguna,5746.83,402.33,54.87,3,0
57,F,Urbana,Agricola,24,7485.47,538.0,1,9,101475,48,Comercial,Inmueble,65458.81,413.33,36.84,0,0
62,M,Urbana,Agricola,5,3797.86,659.0,0,8,112566,24,Comercial,Inmueble,50167.1,390.29,56.96,3,1
49,M,Urbana,Independiente,29,4043.76,736.0,2,0,58080,48,Consumo,Ninguna,46723.75,418.21,54.44,3,0
46,M,Rural,Dependiente,7,6425.58,673.0,4,7,9594,12,Comercial,Vehiculo,3073.22,431.51,48.68,3,0
68,F,Urbana,Dependiente,23,2969.08,629.0,2,0,9475,12,Comercial,Vehiculo,8026.2,381.7,50.21,3,0
20,F,Urbana,Agricola,6,6604.6,634.0,5,2,130599,24,Consumo,Vehiculo,152801.84,404.13,50.96,4,0
57,F,Rural,Agricola,20,4120.96,708.0,3,3,89035,48,Agricola,Vehiculo,129358.42,483.52,56.25,2,0
51,F,Urbana,Dependiente,17,3166.72,539.0,2,7,96983,36,Comercial,Ninguna,38243.87,428.23,45.52,4,0
57,F,Urbana,Dependiente,13,5948.35,691.0,5,0,76923,6,Comercial,Vehiculo,49042.17,374.56,57.52,4,0
44,F,Urbana,Dependiente,14,4098.2,745.0,3,1,3670,12,Comercial,Ninguna,3277.15,384.99,41.5,2,0
30,M,Urbana,Agricola,9,7418.86,647.0,5,4,60263,48,Comercial,Vehiculo,30400.61,425.65,37.44,3,0
62,F,Urbana,Dependiente,25,4629.85,540.0,3,5,36316,24,Consumo,Inmueble,15986.09,422.52,51.56,2,0
50,F,Urbana,Dependiente,20,4618.22,634.0,0,4,19710,24,Comercial,Inmueble,16611.23,405.31,55.55,0,0
23,M,Urbana,Dependiente,11,3562.24,669.0,2,2,101510,12,Agricola,Inmueble,101192.95,474.83,46.92,2,0
41,F,Urbana,Independiente,6,4265.18,583.0,5,9,6179,60,Comercial,Inmueble,7935.38,485.47,34.41,4,0
36,F,Rural,Independiente,27,4063.77,683.0,0,6,26063,12,Agricola,Ninguna,39025.8,413.39,39.05,3,0
33,M,Rural,Dependiente,27,6630.21,695.0,4,0,59009,60,Comercial,Inmueble,72529.43,441.82,50.62,4,0
57,M,Urbana,Comerciante,6,4963.36,788.0,2,1,72011,36,Agricola,Ninguna,40730.04,443.08,47.94,0,0
45,M,Rural,Dependiente,10,5628.88,665.0,1,8,141753,24,Consumo,Inmueble,169759.66,446.4,55.71,3,1
50,F,Urbana,Dependiente,12,4657.6,690.0,1,3,73501,48,Comercial,Inmueble,69427.89,404.0,48.44,1,0
65,M,Urbana,Comerciante,14,3842.48,630.0,1,7,34566,60,Agricola,Vehiculo,29069.02,468.49,43.56,4,0
58,F,Urbana,Independiente,17,5093.59,637.0,5,8,118488,6,Comercial,Vehiculo,168593.52,418.29,49.85,4,0
30,F,Urbana,Independiente,6,7045.19,743.0,5,6,86849,6,Comercial,Ninguna,99225.95,430.55,54.09,2,0
60,F,Urbana,Dependiente,5,2822.57,659.0,3,0,62217,36,Comercial,Ninguna,69560.58,420.05,56.11,3,0
62,F,Urbana,Agricola,22,5171.17,754.0,1,4,25939,60,Comercial,Inmueble,8147.63,416.51,47.33,4,0
42,M,Urbana,Independiente,10,6894.53,676.0,4,5,80854,60,Consumo,Inmueble,108189.59,426.96,48.4,0,0
59,M,Rural,Agricola,7,3196.36,577.0,5,7,142409,48,Comercial,Ninguna,178290.45,390.35,52.68,3,0
53,F,Urbana,Dependiente,19,5975.22,618.0,2,9,143095,6,Comercial,Ninguna,94261.01,370.72,43.51,3,0
44,M,Urbana,Independiente,0,5977.07,850.0,5,7,79406,6,Consumo,Ninguna,51656.47,414.67,52.42,2,1
55,F,Urbana,Agricola,7,2429.15,671.0,2,8,104326,48,Comercial,Inmueble,37992.83,397.99,46.61,4,0
24,F,Urbana,Comerciante,7,6276.7,535.0,5,8,106888,60,Agricola,Inmueble,38589.53,433.69,47.55,4,0
22,F,Urbana,Dependiente,18,3549.41,578.0,3,3,61916,48,Agricola,Vehiculo,68250.84,430.84,48.02,1,0
60,M,Urbana,Agricola,2,5074.16,616.0,3,5,15274,12,Consumo,Vehiculo,7995.71,420.34,48.78,1,0
62,F,Urbana,Dependiente,4,6138.63,600.0,3,2,86285,6,Consumo,Inmueble,121511.49,457.04,59.48,3,0
68,F,Rural,Independiente,29,6420.13,581.0,4,0,25398,60,Agricola,Ninguna,33293.87,419.84,45.19,4,1
48,M,Urbana,Dependiente,2,2042.64,812.0,5,5,82506,6,Comercial,Inmueble,59293.94,383.55,45.5,2,0
40,M,Rural,Independiente,14,7361.76,740.0,2,0,31135,36,Agricola,Vehiculo,23540.62,414.41,56.68,4,0
59,M,Urbana,Dependiente,13,6768.69,662.0,5,8,113096,12,Comercial,Ninguna,78345.2,449.27,50.67,2,0
27,M,Urbana,Dependiente,20,6183.09,627.0,0,5,128843,12,Agricola,Vehiculo,52938.23,372.89,52.61,1,0
49,F,Urbana,Dependiente,14,5078.36,665.0,3,0,12412,6,Agricola,Vehiculo,4191.73,417.65,41.82,0,0
60,M,Urbana,Dependiente,23,3802.88,840.0,1,2,147365,24,Consumo,Vehiculo,124163.82,434.39,49.48,4,0
47,F,Urbana,Comerciante,16,2766.91,602.0,0,0,145266,24,Comercial,Vehiculo,207969.8,486.31,52.86,1,1
56,M,Urbana,Comerciante,17,1901.86,538.0,0,1,114283,48,Agricola,Inmueble,160076.1,450.21,43.95,0,0
48,M,Rural,Agricola,1,5531.26,740.0,3,5,92182,12,Consumo,Inmueble,117237.67,423.32,51.77,0,0
35,M,Rural,Dependiente,11,6182.29,771.0,1,6,95301,6,Consumo,Vehiculo,100477.17,433.02,46.77,1,1
53,M,Urbana,Independiente,15,4364.61,811.0,3,0,38219,60,Comercial,Vehiculo,50734.46,372.56,44.13,1,0
19,M,Urbana,Agricola,3,3762.44,648.0,3,9,36507,6,Consumo,Ninguna,33516.43,393.76,54.08,1,0
31,M,Urbana,Comerciante,24,4611.86,649.0,1,4,57591,6,Comercial,Vehiculo,29728.02,436.27,54.83,2,0
30,F,Urbana,Independiente,1,3475.38,850.0,0,5,88468,60,Agricola,Ninguna,99173.02,424.03,48.77,3,0
46,M,Rural,Agricola,27,4534.58,734.0,0,3,90836,60,Agricola,Inmueble,127604.16,427.22,50.7,3,1
29,M,Rural,Comerciante,13,3383.58,672.0,5,5,89765,36,Comercial,Inmueble,29041.32,420.85,55.95,3,1
56,M,Rural,Comerciante,10,5479.26,725.0,1,4,138939,24,Agricola,Ninguna,83604.16,419.87,45.63,2,0
19,M,Urbana,Dependiente,12,6490.19,641.0,0,6,75644,36,Comercial,Inmueble,46787.77,422.57,50.09,1,0
49,F,Urbana,Dependiente,27,5313.61,707.0,4,3,4943,6,Agricola,Inmueble,2070.36,393.6,45.68,3,0
30,M,Urbana,Independiente,24,4371.26,706.0,3,0,147595,6,Comercial,Inmueble,84216.68,414.28,41.89,2,0
63,M,Rural,Independiente,6,6082.61,755.0,4,1,102764,12,Agricola,Vehiculo,78180.64,388.9,45.63,2,1
44,M,Urbana,Dependiente,9,4530.25,591.0,4,5,68028,12,Comercial,Inmueble,97130.55,404.51,41.25,1,0
66,M,Urbana,Dependiente,23,6031.76,712.0,5,9,140990,24,Comercial,Vehiculo,187843.64,449.9,50.55,0,0
58,F,Urbana,Agricola,0,3482.17,575.0,5,1,27185,60,Comercial,Ninguna,39016.12,415.48,43.37,2,0
34,M,Rural,Independiente,28,3689.22,849.0,5,4,22402,48,Comercial,Ninguna,9961.86,434.9,39.62,4,0
57,F,Urbana,Dependiente,20,2917.9,642.0,4,3,95860,6,Consumo,Ninguna,31984.47,422.88,52.46,2,0
48,M,Urbana,Independiente,24,3755.24,531.0,2,6,24134,12,Consumo,Ninguna,10422.5,410.38,52.07,0,0
51,F,Rural,Agricola,27,6070.23,850.0,2,3,31505,24,Comercial,Ninguna,44017.36,394.79,46.02,0,0
41,F,Rural,Agricola,3,3105.2,633.0,4,6,116250,36,Comercial,Inmueble,56844.67,410.0,52.22,4,0
62,M,Urbana,Dependiente,17,812.7,689.0,3,7,2268,6,Comercial,Inmueble,2238.89,424.58,43.16,3,0
52,M,Urbana,Agricola,5,3836.78,527.0,4,6,72097,48,Agricola,Inmueble,41318.71,434.5,45.77,2,0
65,F,Rural,Independiente,1,2622.03,675.0,4,1,56197,24,Agricola,Vehiculo,18250.68,423.06,50.44,1,1
23,F,Rural,Dependiente,2,3692.94,831.0,5,0,143343,60,Comercial,Inmueble,57558.75,436.24,54.2,1,0
36,M,Urbana,Agricola,13,7870.99,743.0,5,4,103958,48,Comercial,Vehiculo,119734.29,382.0,45.71,4,1
47,F,Urbana,Dependiente,7,3077.65,527.0,5,6,118859,6,Agricola,Vehiculo,61668.77,441.67,44.42,0,0
24,F,Urbana,Dependiente,15,5513.65,611.0,2,0,8512,24,Comercial,Vehiculo,4894.12,391.79,53.9,3,0
27,F,Rural,Independiente,18,4371.66,763.0,4,7,64968,60,Agricola,Inmueble,48901.92,444.59,51.68,2,1
58,M,Urbana,Dependiente,17,5095.97,737.0,3,2,122534,12,Consumo,Ninguna,133401.52,432.56,48.89,2,0
49,F,Urbana,Dependiente,5,3685.18,636.0,3,6,61757,48,Agricola,Inmueble,53311.54,373.25,55.09,2,0
51,F,Urbana,Agricola,13,6358.15,716.0,5,2,108753,36,Agricola,Inmueble,155900.93,438.42,59.68,1,0
45,F,Rural,Dependiente,2,5182.96,572.0,5,3,131282,36,Comercial,Inmueble,107784.97,444.88,50.2,3,0
32,M,Urbana,Comerciante,15,5227.42,562.0,4,7,97381,48,Comercial,Inmueble,52484.18,451.45,44.46,4,0
47,M,Urbana,Independiente,0,4658.23,456.0,3,1,144836,6,Comercial,Vehiculo,136634.14,400.79,50.98,1,1
54,F,Urbana,Dependiente,11,6509.54,763.0,4,5,109915,6,Comercial,Inmueble,92445.94,424.49,43.08,0,0
46,M,Urbana,Dependiente,29,5396.24,671.0,2,9,67679,6,Comercial,Inmueble,84230.98,437.36,55.45,3,0
39,F,Urbana,Independiente,13,5093.45,680.0,4,8,73239,36,Consumo,Inmueble,104156.51,438.41,43.79,0,0
21,M,Rural,Independiente,18,5544.23,404.0,5,9,95386,36,Agricola,Inmueble,124340.83,430.24,46.84,2,1
37,M,Urbana,Dependiente,21,1684.04,676.0,0,8,142878,12,Comercial,Inmueble,109565.66,409.33,42.97,1,0
49,F,Rural,Dependiente,18,4800.42,730.0,2,4,139166,6,Consumo,Ninguna,77841.02,444.7,49.09,3,0
53,M,Urbana,Agricola,8,4397.56,492.0,3,2,17158,36,Agricola,Inmueble,23976.36,444.85,49.3,1,0
67,M,Urbana,Dependiente,6,6369.73,684.0,3,5,115523,36,Comercial,Ninguna,88158.79,416.14,52.46,3,0
21,M,Urbana,Comerciante,13,3378.35,674.0,5,8,28209,6,Agricola,Vehiculo,34534.81,400.41,48.72,2,0
44,F,Urbana,Agricola,4,4821.77,638.0,5,5,14763,6,Agricola,Vehiculo,21958.97,401.8,48.28,3,0
34,M,Urbana,Independiente,17,7578.14,798.0,2,3,43105,36,Comercial,Vehiculo,42800.3,454.12,44.56,2,0
29,M,Rural,Dependiente,8,4458.86,776.0,5,4,101408,60,Agricola,Vehiculo,88818.86,443.77,46.28,1,0
39,F,Rural,Dependiente,20,2371.56,850.0,0,6,86776,48,Agricola,Inmueble,98911.18,419.5,39.64,1,0
34,M,Urbana,Agricola,6,7978.3,571.0,2,9,104423,36,Comercial,Inmueble,55627.93,415.02,56.36,1,0
27,M,Rural,Dependiente,8,3355.12,719.0,5,2,145582,12,Agricola,Vehiculo,128969.3,375.8,47.43,2,0
18,M,Urbana,Dependiente,3,2836.36,815.0,1,8,119747,24,Consumo,Vehiculo,80804.91,417.89,57.84,0,0
39,M,Rural,Independiente,24,2899.42,618.0,0,0,68344,60,Consumo,Inmueble,33971.99,390.22,47.27,0,1
43,M,Urbana,Dependiente,16,5664.26,832.0,2,7,66945,6,Comercial,Vehiculo,69098.21,423.97,36.59,3,0
35,F,Urbana,Independiente,11,6576.45,713.0,1,4,132717,12,Consumo,Vehiculo,131502.28,449.63,45.3,1,1
67,F,Rural,Agricola,5,7316.64,523.0,4,9,62264,48,Comercial,Vehiculo,75553.9,395.49,47.98,0,1
31,M,Urbana,Independiente,17,4524.51,564.0,0,8,84471,24,Consumo,Inmueble,113830.09,425.96,48.39,4,0
64,M,Urbana,Comerciante,7,2921.0,628.0,4,1,145998,60,Agricola,Vehiculo,82408.74,444.94,52.06,1,1
46,M,Urbana,Agricola,20,3588.09,672.0,1,0,121050,36,Consumo,Inmueble,149574.61,425.51,49.04,4,0
29,F,Urbana,Dependiente,14,4553.73,791.0,3,9,133185,6,Consumo,Vehiculo,98671.73,406.9,45.98,0,0
53,F,Rural,Dependiente,2,4466.1,672.0,3,6,50213,36,Agricola,Ninguna,52952.96,420.26,42.51,2,0
52,M,Urbana,Independiente,1,6593.28,788.0,5,9,136664,12,Comercial,Ninguna,180435.84,443.93,45.56,4,0
69,M,Rural,Independiente,23,2391.82,690.0,3,8,113695,6,Consumo,Vehiculo,69060.86,426.56,51.63,4,1
29,F,Urbana,Dependiente,22,2715.24,681.0,4,4,25552,36,Comercial,Vehiculo,26092.52,419.92,53.15,1,0
24,M,Urbana,Comerciante,8,4004.3,654.0,0,3,62898,6,Comercial,Vehiculo,55122.72,448.9,43.96,3,0
46,F,Rural,Independiente,7,5090.73,768.0,4,3,53118,12,Agricola,Vehiculo,66328.06,432.87,54.04,2,0
28,F,Urbana,Dependiente,26,3791.75,692.0,4,7,20744,36,Agricola,Vehiculo,23579.49,389.93,51.41,1,0
50,M,Rural,Independiente,3,3661.47,614.0,3,0,23046,24,Agricola,Inmueble,28198.12,435.79,42.68,1,0
23,F,Urbana,Dependiente,1,6377.99,710.0,4,0,82365,48,Comercial,Inmueble,53169.22,443.74,49.48,0,1
64,M,Urbana,Agricola,13,5255.12,639.0,1,7,108908,36,Comercial,Inmueble,124724.44,389.07,50.22,3,0
32,M,Urbana,Independiente,28,2924.44,634.0,2,1,65932,6,Consumo,Inmueble,67709.99,363.28,41.61,3,0
49,M,Urbana,Dependiente,1,3684.47,786.0,2,9,127464,60,Comercial,Vehiculo,108091.58,393.95,39.85,2,1
68,M,Urbana,Dependiente,1,5326.91,666.0,2,5,109229,36,Comercial,Ninguna,82360.02,417.44,50.84,2,1
28,M,Rural,Comerciante,29,2482.36,850.0,5,1,24084,6,Agricola,Ninguna,16808.71,445.24,45.27,3,0
40,M,Urbana,Independiente,26,5317.17,746.0,3,4,37398,60,Consumo,Vehiculo,11653.56,397.73,57.07,4,0
43,F,Urbana,Comerciante,27,3949.92,611.0,3,2,98219,12,Comercial,Vehiculo,49450.35,433.88,58.33,4,0
51,F,Urbana,Dependiente,21,5080.49,605.0,2,6,137272,60,Consumo,Inmueble,50896.87,347.69,50.83,1,0
63,F,Urbana,Dependiente,6,4691.78,568.0,0,8,109987,48,Agricola,Inmueble,144966.06,424.51,53.71,3,0
51,F,Urbana,Dependiente,11,2712.23,735.0,5,1,3039,6,Comercial,Ninguna,4048.27,409.83,41.86,1,0
46,M,Rural,Independiente,5,3481.41,603.0,2,6,90374,36,Comercial,Vehiculo,118880.85,472.46,40.01,4,1
21,F,Rural,Dependiente,17,6815.84,476.0,4,7,100611,60,Agricola,Vehiculo,128933.37,372.7,47.15,2,0
34,F,Rural,Dependiente,3,8294.11,531.0,2,9,138706,12,Consumo,Inmueble,78451.63,419.64,40.28,3,1
52,F,Rural,Independiente,18,1704.41,581.0,2,7,65899,60,Comercial,Ninguna,58659.56,372.54,49.85,0,1
30,M,Urbana,Independiente,26,6169.0,710.0,0,6,2724,24,Comercial,Vehiculo,3784.76,406.26,43.3,1,0
58,F,Rural,Dependiente,12,4972.99,673.0,3,3,88590,36,Consumo,Inmueble,107347.88,377.47,49.14,3,1
56,M,Urbana,Independiente,19,7831.65,765.0,3,3,134527,48,Comercial,Inmueble,40651.95,477.52,46.96,0,1
32,F,Urbana,Agricola,20,3606.38,598.0,4,9,113966,12,Agricola,Vehiculo,97020.61,411.11,51.82,1,1
46,M,Urbana,Dependiente,22,5937.25,651.0,2,8,73628,36,Consumo,Ninguna,23031.15,414.72,49.96,4,0
46,M,Urbana,Dependiente,29,4015.77,837.0,1,9,41456,6,Comercial,Vehiculo,26398.9,418.93,45.58,1,0
28,F,Rural,Dependiente,24,6550.25,649.0,4,8,43773,6,Consumo,Inmueble,36021.46,391.69,39.79,2,0
69,M,Urbana,Agricola,26,8198.06,700.0,3,4,135133,6,Consumo,Vehiculo,185332.09,446.38,48.98,1,0
49,M,Rural,Agricola,1,4840.9,621.0,0,6,11586,36,Agricola,Inmueble,12573.84,436.0,37.55,1,0
19,F,Urbana,Dependiente,7,2677.66,660.0,3,6,95479,48,Comercial,Vehiculo,70175.3,442.95,55.48,3,0
64,F,Urbana,Dependiente,18,6762.2,723.0,3,8,76012,6,Agricola,Vehiculo,67558.39,389.55,51.17,3,0
31,F,Rural,Comerciante,8,5404.77,739.0,0,6,91507,36,Comercial,Inmueble,117208.33,448.38,53.06,4,1
37,M,Urbana,Comerciante,25,5104.85,691.0,2,7,135835,36,Consumo,Vehiculo,89594.96,445.5,42.18,2,0
39,M,Urbana,Agricola,27,7033.18,657.0,2,6,46209,48,Agricola,Vehiculo,47966.87,414.19,50.14,2,0
28,M,Urbana,Comerciante,3,2679.78,692.0,3,3,59434,12,Agricola,Vehiculo,36533.86,442.38,44.0,4,1
44,F,Urbana,Agricola,15,3354.11,614.0,4,1,36656,12,Comercial,Inmueble,32109.05,426.82,48.89,0,0
20,M,Urbana,Agricola,18,5450.82,661.0,1,2,136078,36,Comercial,Ninguna,44849.98,380.15,42.01,1,1
34,M,Urbana,Dependiente,9,3318.43,710.0,4,6,18470,12,Comercial,Vehiculo,24430.83,415.43,47.5,3,0
61,M,Rural,Independiente,5,3994.38,769.0,5,8,73035,24,Consumo,Vehiculo,26147.89,407.96,39.73,4,0
45,M,Rural,Dependiente,15,6539.63,598.0,4,1,100608,48,Comercial,Vehiculo,57269.35,422.14,47.04,4,0
46,M,Rural,Agricola,9,5192.73,664.0,3,6,77840,36,Consumo,Inmueble,54504.68,445.53,38.13,3,0
38,M,Rural,Comerciante,12,2613.88,590.0,3,3,96771,12,Agricola,Vehiculo,101628.26,378.97,58.48,3,1
64,M,Urbana,Independiente,8,5152.86,640.0,1,6,149470,60,Comercial,Vehiculo,173989.08,408.91,48.96,0,0
33,F,Urbana,Dependiente,6,6482.52,770.0,1,4,46332,12,Comercial,Vehiculo,18372.55,399.45,48.03,2,0
54,F,Urbana,Dependiente,3,4774.46,632.0,1,6,121536,48,Consumo,Inmueble,42799.95,400.53,52.06,3,0
37,F,Urbana,Dependiente,18,5894.88,671.0,3,5,78533,60,Comercial,Ninguna,98856.39,399.42,40.2,4,0
23,M,Rural,Dependiente,25,3672.78,569.0,3,1,131194,6,Consumo,Inmueble,151476.57,421.7,43.32,1,0
36,M,Urbana,Independiente,3,4915.81,629.0,4,6,109618,12,Consumo,Ninguna,142268.86,433.08,51.19,0,1
22,F,Urbana,Comerciante,18,1977.18,541.0,3,4,104424,60,Consumo,Vehiculo,116103.4,428.71,48.97,1,1
20,M,Urbana,Dependiente,27,5507.57,705.0,5,8,96596,48,Comercial,Vehiculo,116032.54,424.64,43.68,1,1
18,F,Urbana,Dependiente,18,5076.21,713.0,2,0,52020,60,Comercial,Ninguna,39267.09,435.54,51.89,2,0
55,M,Urbana,Independiente,11,2435.57,710.0,2,0,146057,6,Comercial,Ninguna,147257.76,479.51,49.82,1,0
32,M,Urbana,Dependiente,29,6933.41,716.0,1,1,103416,60,Comercial,Ninguna,130973.35,423.4,51.03,4,0
51,F,Urbana,Comerciante,12,5413.81,710.0,3,7,123610,36,Consumo,Ninguna,62613.54,445.53,50.34,4,0
52,F,Urbana,Dependiente,24,3391.72,543.0,5,8,133534,6,Consumo,Inmueble,107813.69,444.1,43.91,3,0
66,F,Urbana,Dependiente,3,5549.8,609.0,2,6,25082,12,Consumo,Inmueble,29812.16,464.44,47.54,2,0
42,F,Urbana,Dependiente,24,2924.9,478.0,4,0,133937,36,Comercial,Ninguna,125788.79,434.01,36.86,3,0
41,F,Rural,Dependiente,27,3146.18,638.0,0,6,37777,36,Agricola,Ninguna,42234.27,398.89,44.94,1,1
29,M,Urbana,Independiente,9,2933.23,602.0,4,7,143394,6,Comercial,Inmueble,93413.02,427.62,46.53,4,0
35,M,Urbana,Dependiente,20,2887.04,677.0,0,6,15538,36,Comercial,Ninguna,5264.44,426.28,51.76,3,0
32,M,Rural,Independiente,6,5200.18,850.0,5,4,58125,6,Consumo,Inmueble,19470.42,440.38,51.07,4,0
61,F,Urbana,Independiente,29,4651.24,750.0,4,6,91583,6,Consumo,Ninguna,131086.17,398.17,43.49,3,0
33,F,Rural,Dependiente,4,5697.15,818.0,2,9,135249,60,Agricola,Inmueble,193872.42,451.66,43.35,0,1
44,F,Rural,Dependiente,16,500.0,754.0,3,1,28502,6,Comercial,Vehiculo,15776.96,420.13,55.84,2,1
25,F,Urbana,Independiente,17,3873.54,671.0,0,8,130988,48,Comercial,Ninguna,62475.88,440.98,46.24,3,0
63,F,Rural,Agricola,10,3896.15,679.0,3,1,20249,12,Comercial,Ninguna,6515.48,427.74,48.69,1,0
42,F,Rural,Comerciante,14,4584.21,758.0,5,1,4197,36,Comercial,Vehiculo,2423.8,423.06,52.71,4,0
34,M,Urbana,Dependiente,20,4542.83,702.0,3,4,36229,24,Agricola,Vehiculo,25404.56,425.85,47.52,4,0
46,M,Urbana,Dependiente,21,4864.94,654.0,2,7,25166,60,Agricola,Vehiculo,14835.13,436.8,47.09,2,0
25,M,Rural,Dependiente,6,4642.1,808.0,5,5,140764,12,Consumo,Ninguna,176920.78,468.97,46.11,2,0
32,M,Rural,Independiente,17,3765.92,720.0,1,8,107298,24,Agricola,Vehiculo,128684.27,369.57,44.95,0,0
44,M,Urbana,Independiente,25,3860.73,552.0,1,5,2775,6,Consumo,Vehiculo,1102.28,433.5,48.86,3,1
63,F,Urbana,Agricola,24,4415.49,664.0,0,4,33656,36,Comercial,Vehiculo,38259.67,421.1,37.07,0,0
67,F,Rural,Agricola,5,5307.43,685.0,2,0,1606,60,Consumo,Ninguna,1485.07,415.57,45.83,3,0
69,F,Urbana,Dependiente,17,4636.16,644.0,3,7,58281,12,Consumo,Vehiculo,26727.63,360.92,51.24,3,0
24,F,Urbana,Independiente,15,3243.7,645.0,4,2,8375,24,Comercial,Vehiculo,9944.83,434.51,50.54,2,0
20,F,Rural,Comerciante,1,3159.0,642.0,4,1,131708,24,Comercial,Inmueble,53111.87,416.88,56.47,2,0
46,F,Urbana,Dependiente,18,5315.83,519.0,5,6,128325,24,Comercial,Inmueble,65776.93,399.14,53.02,3,1
61,M,Urbana,Independiente,0,5711.83,503.0,0,1,1819,12,Agricola,Ninguna,871.43,421.06,50.45,2,0
41,F,Rural,Comerciante,24,6213.62,621.0,0,0,77992,48,Agricola,Ninguna,111282.11,412.68,48.17,3,1
20,F,Rural,Agricola,29,3714.52,644.0,0,1,132855,6,Comercial,Ninguna,151160.72,376.44,45.26,2,1
37,F,Urbana,Agricola,25,1495.71,559.0,2,5,8560,36,Consumo,Ninguna,6792.73,422.2,51.02,1,0
63,F,Urbana,Dependiente,10,5110.63,588.0,4,1,30168,24,Comercial,Ninguna,38815.51,434.5,49.94,3,0
32,M,Urbana,Independiente,19,3354.99,657.0,5,0,127625,60,Comercial,Ninguna,71361.68,406.27,45.75,4,0
42,M,Rural,Dependiente,4,4334.61,773.0,2,0,100436,12,Comercial,Ninguna,142349.14,426.54,42.8,1,1
47,F,Urbana,Independiente,15,4737.17,767.0,5,3,79598,60,Consumo,Ninguna,90454.91,422.7,47.68,0,0
31,M,Urbana,Dependiente,22,5385.84,770.0,2,7,76924,24,Agricola,Vehiculo,74731.42,446.14,54.94,2,0
24,M,Urbana,Agricola,0,5929.12,589.0,3,5,6318,12,Agricola,Ninguna,7920.11,417.41,48.66,0,0
34,F,Rural,Agricola,18,6371.42,660.0,2,3,55714,60,Consumo,Ninguna,59822.19,440.03,48.17,4,0
61,F,Urbana,Independiente,13,6610.91,791.0,2,5,31544,48,Agricola,Vehiculo,43042.77,412.17,50.54,2,0
37,F,Urbana,Dependiente,2,4666.47,521.0,3,5,21823,24,Comercial,Ninguna,28260.42,469.18,50.89,0,0
53,F,Urbana,Dependiente,1,1798.17,639.0,1,8,105555,24,Comercial,Ninguna,56724.9,409.08,49.49,1,0
26,F,Rural,Agricola,23,3524.74,700.0,3,3,17978,36,Comercial,Ninguna,10563.81,402.88,47.75,0,0
55,M,Urbana,Independiente,4,6753.0,527.0,0,5,135396,12,Comercial,Vehiculo,51195.52,417.49,44.95,2,0
65,F,Urbana,Agricola,16,4738.02,719.0,1,9,123418,12,Consumo,Inmueble,69637.21,401.8,54.03,1,1
39,F,Urbana,Dependiente,27,7985.4,819.0,4,0,135006,48,Agricola,Ninguna,96149.47,388.78,45.44,4,0
19,F,Rural,Independiente,17,3893.62,790.0,5,6,6033,24,Agricola,Vehiculo,2018.6,438.19,57.43,0,0
41,M,Urbana,Agricola,0,8200.58,664.0,2,6,106067,36,Comercial,Vehiculo,71908.66,343.43,48.93,3,0
25,F,Urbana,Independiente,14,4497.59,753.0,1,0,138158,60,Comercial,Vehiculo,169361.68,402.06,48.32,2,0
28,F,Urbana,Independiente,21,3828.39,526.0,4,7,19894,6,Comercial,Inmueble,26029.17,386.46,52.56,3,0
30,F,Rural,Agricola,8,3361.33,705.0,3,4,5687,36,Consumo,Inmueble,1766.65,423.55,44.08,3,0
34,M,Urbana,Dependiente,26,5555.77,653.0,3,8,134959,60,Consumo,Ninguna,41645.17,365.27,51.44,0,0
25,F,Rural,Dependiente,22,2239.11,667.0,0,7,135115,36,Agricola,Vehiculo,64256.44,433.7,48.69,3,0
38,F,Rural,Independiente,4,3620.39,689.0,0,2,18789,60,Comercial,Vehiculo,25310.52,436.4,50.47,1,0
35,F,Urbana,Dependiente,27,4415.87,715.0,1,0,57784,36,Agricola,Inmueble,49875.32,379.18,43.9,4,0
